acad1,acad2,acad3,acad4,acad5,alum1,alum2,alum3,extra1,extra2,extra3
2.1495124474110954,1.512101015230498,0.44553240483507084,-0.27599890922673614,0.6346830271888,0.7748026030859078,-0.1566943901396911,-0.3651166891363628,2.083623338568848,0.7595998544563536,0.8012332672118978
0.3754906916376351,1.1359760156681364,0.24107996280793198,0.7093364551492704,-0.050676515521569446,-1.1434892898138402,-0.9392669719269275,-0.24875164702139063,-0.12069554998480478,-0.2982018369046965,-0.9528005512558914
1.8902389280506158,1.391852489635801,0.8450905484537129,1.3114690763608814,1.5473889436832124,1.0906299424251564,0.6763794795695608,0.5710030556189255,-0.4763642487174381,1.0706484727363241,3.2161927311829164
-1.0395694560668827,-0.17708162748608364,0.1740100502843093,-0.6268033478141786,0.9780902229798069,-1.1827655063139517,-0.010440401877221572,-1.4247993155621255,-4.835552261014996,-4.865096353364863,-3.2052548909020233
-0.6814470185275877,-0.6075959548049596,0.11171784728382912,-0.2133372211822927,0.6339476247177243,-1.2535321874718508,-1.7149055191773073,-0.6654964845534646,-0.03306760516428678,-0.3463455536075841,-0.5644160085355518
-0.23635524381058187,2.8116364197030657,-0.36264855852749617,0.970794490826295,2.0716976915747662,0.7652059863790811,1.35731774217799,0.2372494592828161,0.9592382257789349,2.5408820353433974,0.9558954407073974
-0.7925588948724196,1.0298131160634052,0.28791114137442886,-1.5305249238004115,1.308192510802029,-0.578066175262553,-0.42170357009842013,1.9807144560536591,-2.088103855746923,-1.1511934515663689,-1.6885892544934429
-0.64263660590162075,-0.31787430714037,-0.9015343539440648,-2.2380625594341526,-1.0578355953969878,-1.854681457263177,-0.4698102795018062,-0.47465268611397377,-0.5265666268559956,-0.7501123800123563,-2.060857966352473
-1.0574095826423582,-0.23164558928170437,0.16351479024953142,-1.2713229868990719,-1.0152236714207612,-2.126579127074346,-0.7916421802663246,-2.959054773623313,0.1371526350584065,-0.883825240680034,-0.3156874725498495
-0.5761161342618569,-1.6320509217190646,-1.0112613929457746,0.04627654696694228,-0.2374890538814322,1.8573125118225866,-0.21599201000076038,-0.7975860757471906,1.8493565584176261,1.3572735396326294,0.25169193238067705
-1.9870278510315325,-1.6279171329760487,-1.725065144406385,-2.093851844238521,-0.4473059917254708,-1.7673761934614294,-2.0863528824978665,-1.9868496077889726,-1.4923638070409597,-1.9037555530668793,-4.543656533816139
-0.8341043424922078,-1.381559608533606,-0.6884227751790335,-2.0675531603295347,0.04338989546432427,-1.0554140718472487,-0.06267409556656199,0.16542683347936335,-0.16274834259168375,-1.4167256627950764,0.30652493510307594
0.818262639993975,0.21215886644940868,-0.021915250715101697,1.3750401997446602,1.7573450357043023,-0.15222814603407298,2.5817444569000516,-0.41575029499679433,0.688130147543908,1.6879931812884208,0.8534940826319385
2.888159663183885,2.600130794195376,1.9139188755283312,1.7202938278177171,3.611149508666229,2.372914273896493,2.607735764469819,1.4299297738579047,5.124529769636722,2.4106704801666092,4.36428152122466
0.49911240710290694,-2.0226460727696733,-0.002401238216204471,-0.472155836828283,-1.0166451801386118,-0.5908976771139343,-0.7808213057140037,-1.0732712058451486,-1.574160380292506,-3.496049508062879,-2.9860954483698467
-1.535775745311068,-0.8080528563036695,1.2247625419403032,0.9980004257311659,0.9860591562164606,1.008908372521845,-1.5852677637264836,0.8984583935663967,-0.839787270008524,0.017198806462728533,0.7479432383549048
1.1884447174977297,-0.6776187516284095,0.3286745664668401,-0.50755701431451,-0.3953454617654587,-1.2528715390370786,-0.2936507681356106,1.0604270087966021,0.1445069841958787,-0.12354059311187342,0.40645162190827544
0.3632946855030479,-2.2065529614478248,-1.9020845699358593,0.5032208587056308,-1.7403454237651532,-2.6737620658631966,-1.382503586686953,-1.9641273989524848,-2.4470799720330927,-0.531076102886606,-0.5729326862439186
0.8749621535390415,-0.2754975154604272,-1.4311546229435026,-0.23680297677409579,-0.5190767771012678,-0.6071026016258628,-2.3949529794188145,-2.546575790110745,-2.493707697712294,0.022386112413652057,-1.6987835208800255
